course_id,yards_from_pin,into_hole
14900,297.4,0
14900,419.47,0
14900,330.34,0
14900,313.72,0
14900,315.38,0
14900,499.46,0
14900,494.63,0
14900,361.02,0
14900,419.64,0
14900,417.69,0
14900,513.33,0
14900,150.15,0
14900,310.44,0
14900,7.72,0
14900,431.73,0
14900,467.63,0
14900,419.29,0
14900,336.89,0
14900,184.39,0
14900,382.9,0
14900,281.49,0
14900,0,1
14900,293.07,0
14900,421.01,0
14900,0,1
14900,329.65,0
14900,408.36,0
14900,229.67,0
14900,437.29,0
14900,317.63,0
14900,304.98,0
14900,466.45,0
14900,19.94,0
14900,391.52,0
14900,238.3,0
14900,173.31,0
14900,234.02,0
14900,188.49,0
14900,292.84,0
14900,95.82,0
14900,392.12,0
14900,276.24,0
14900,434.55,0
14900,272.64,0
14900,100,0
14900,311.27,0
14900,441.48,0
14900,446.04,0
14900,352.97,0
14900,854.05,0
14900,307.87,0
14900,854.05,0
14900,284.06,0
14900,326.99,0
14900,854.05,0
14900,348.42,0
14900,78.39,0
14900,477.19,0
14900,501.06,0
14900,120.46,0
14900,345.41,0
14900,31.68,0
14900,443.19,0
14900,321.2,0
14900,416.86,0
14900,434.92,0
14900,345.01,0
14900,404.57,0
14900,379,0
14900,469.35,0
14900,248.12,0
14900,228.48,0
14900,67.02,0
14900,320.16,0
14900,140.83,0
14900,254.84,0
14900,493.59,0
14900,260.73,0
14900,339,0
14900,290.93,0
14900,287.67,0
14900,315.12,0
14900,25.15,0
14900,107.5,0
14900,509.4,0
14900,336.96,0
14900,7.19,0
14900,854.05,0
14900,170.49,0
14900,93.79,0
14900,180.65,0
14900,263.4,0
14900,89.38,0
14900,55.19,0
14900,0,1
14900,393.52,0
14900,404.84,0
14900,527.16,0
14900,551.21,0
14900,519.82,0
14900,437.52,0
14900,300.54,0
14900,387.58,0
14900,47.48,0
14900,718.76,0
14900,159.52,0
14900,300.73,0
14900,52.99,0
14900,240.01,0
14900,172.9,0
14900,434.93,0
14900,232.19,0
14900,345.07,0
14900,356.59,0
14900,278.05,0
14900,419.47,0
14900,401.33,0
14900,159.13,0
14900,214.63,0
14900,315.57,0
14900,0,1
14900,484.04,0
14900,221.2,0
14900,251.84,0
14900,0,1
14900,392.56,0
14900,511.82,0
